id,name,count,capacity,freq,timings,formFactor,type,price,link,value
458,Crucial Basics CB8GS2666 ,1,8,2666,19-19-19,"SO-DIMM, 260-pin",DDR4,2090,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-crucial-cb8gs2666-oem-pc3-21300-cl16-so-dimm-2-1430543/,1.279425837320574
459,Crucial CT32G4DFD832A ,1,32,3200,22-22-22,"DIMM, 288-pin",DDR4,7290,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-crucial-ct32g4dfd832a-rtl-pc4-25600-cl22-dimm-1414255/,0.4433470507544581
460,Patriot Viper Steel PVS464G300C6K ,2,32,3000,16-18-18-36,"DIMM, 288-pin",DDR4,13990,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3000mhz-patriot-pvs464g300c6k-rtl-pc4-24000-cl16-di-1398259/,0.2167262330235882
461,AMD Radeon R7 Performance Series R7432G2606S2S-UO ,1,32,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4,5990,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-amd-r7432g2606s2s-uo-oem-pc4-21300-cl16-so-di-1394738/,0.4504173622704507
462,AMD Radeon R7 Performance Series R7432G2606U2S-UO ,1,32,2666,19-19-19-43,"DIMM, 288-pin",DDR4,5890,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-amd-r7432g2606u2s-uo-oem-pc4-21300-cl16-dimm-1394728/,0.4580645161290322
463,Patriot Viper Steel PVS432G320C6 ,1,32,3200,16-20-20-40,"DIMM, 288-pin",DDR4,6690,https://www.citilink.ru/product/pamyat-ddr4-32gb-3200mhz-patriot-pvs432g320c6-rtl-pc4-25600-cl16-dimm-1380683/,0.4831091180866965
464,AMD Radeon R7 Performance Series R7416G2606U2S-UO ,1,16,2666,16-18-18-35,"DIMM, 288-pin",DDR4,2690,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-ddr4-16gb-2666-dimm-oem-1153657/,0.9970260223048328
465,Corsair Vengeance RGB Pro CMW16GX4M2C3600C18W ,2,8,3600,18-19-19-39,"DIMM, 288-pin",DDR4,7390,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-rgb-pro-cmw16gx4m2c3600c18w-ddr4-2x-8g-1126598/,0.4882273342354533
466,Kingston VALUERAM KVR26N19D8/16 ,1,16,2666,19-19-19,"DIMM, 288-pin",DDR4,5790,https://www.citilink.ru/product/modul-pamyati-kingston-valueram-kvr26n19d8-16-ddr4-16gb-2666-dimm-ret-1107351/,0.4632124352331606
467,Patriot PSD44G240082S ,1,4,2400,17-17-17-39,"SO-DIMM, 260-pin",DDR4,1090,https://www.citilink.ru/product/modul-pamyati-patriot-psd44g240082s-ddr4-4gb-2400-so-dimm-ret-1050731/,2.205504587155964
468,AMD Radeon R7 Performance Series R744G2400S1S-UO ,1,4,2400,16-16-16-36,"SO-DIMM, 260-pin",DDR4,890,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2400s1s-uo-ddr4-4g-1007260/,2.701123595505618
469,Kingston VALUERAM KVR16S11S6/2 ,1,2,1600,11-11-11,"SO-DIMM, 204-pin",DDR3,1490,https://www.citilink.ru/product/modul-pamyati-kingston-valueram-kvr16s11s6-2-ddr3-2gb-1600-so-dimm-ret-966049/,1.0751677852348993
470,AMD R532G1601U1S-UGO ,1,2,1600,11-11-11-28,"DIMM, 240-pin",DDR3,1130,https://www.citilink.ru/product/modul-pamyati-amd-r532g1601u1s-ugo-ddr3-2gb-1600-dimm-oem-924877/,1.4176991150442475
471,Kingston KVR16N11S6/2 ,1,2,1600,11-11-11,"DIMM, 240-pin",DDR3,1490,https://www.citilink.ru/product/modul-pamyati-kingston-kvr16n11s6-2-ddr3-2gb-1600-dimm-ret-890120/,1.0751677852348993
472,Corsair CMSO4GX3M1C1333C9 ,1,4,1333,9-9-9-24,"SO-DIMM, 204-pin",DDR3L,2590,https://www.citilink.ru/product/modul-pamyati-corsair-cmso4gx3m1c1333c9-ddr3l-4gb-1333-so-dimm-ret-879779/,0.5162162162162162
473,Corsair Vengeance CMSX4GX3M1A1600C9 ,1,4,1600,9-9-9-24,"SO-DIMM, 204-pin",DDR3,2190,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-cmsx4gx3m1a1600c9-ddr3-4gb-1600-so-dim-654907/,0.7324200913242008
474,Corsair Value Select CMV8GX4M1A2400C16 ,1,8,2400,16-16-16-39,"DIMM, 288-pin",DDR4,2890,https://www.citilink.ru/product/modul-pamyati-corsair-value-select-cmv8gx4m1a2400c16-ddr4-8gb-2400-dim-458807/,0.8332179930795848
475,Corsair Vengeance CMSX32GX4M2A2666C18 ,2,16,2666,18-19-19-39,"SO-DIMM, 260-pin",DDR4,9990,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-cmsx32gx4m2a2666c18-ddr4-2x-16gb-2666-392551/,0.2684684684684685
476,Patriot Viper 4 PV416G320C6K ,2,8,3200,16-20-20-40,"DIMM, 288-pin",DDR4,4990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-pv416g320c6k-ddr4-2x-8gb-3200-dimm-ret-390675/,0.6428857715430861
477,Corsair Vengeance LPX CMK16GX4M1A2400C14 ,1,16,2400,14-16-16-31,"DIMM, 288-pin",DDR4,7280,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-lpx-cmk16gx4m1a2400c14-ddr4-16gb-2400-352483/,0.3318681318681318
478,Corsair Vengeance LPX CMK16GX4M2B3200C16R ,2,8,3200,16-18-18-36,"DIMM, 288-pin",DDR4,5690,https://www.citilink.ru/product/modul-pamyati-corsair-vengeance-lpx-cmk16gx4m2b3200c16r-ddr4-2x-8gb-32-337660/,0.5637961335676626
479,AMD R534G1601S1SL-UO ,1,4,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3,1590,https://www.citilink.ru/product/modul-pamyati-amd-r534g1601s1sl-uo-ddr3-4gb-1600-so-dimm-oem-295995/,1.0088050314465409
