id,name,count,capacity,freq,timings,formFactor,type,price,link,value
255,Corsair Vengeance RGB CMH32GX5M2B5200C40 ,2,16,5200,40-40-40-77,"DIMM, 288-pin",DDR5,14990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-corsair-cmh32gx5m2b5200c40-vengeance-rgb-rt-1885798/,0.3479653102068045
256,Patriot Viper Steel PVS416G300C6 ,1,16,3000,16-18-18-36,"DIMM, 288-pin",DDR4,3390,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g300c6-ddr4-16gb-3000-dimm-ret-1175239/,0.8896755162241888
257,Patriot Viper Steel PVS432G360C8 ,1,32,3600,18-20-20-40,"DIMM, 288-pin",DDR4,6990,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-patriot-pvs432g360c8-rtl-pc4-28800-cl16-dimm-1380684/,0.5195994277539342
258,Patriot Signature PSD34G1600L81 ,1,4,1600,11-11-11,"DIMM, 240-pin",DDR3L,950,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd34g1600l81-ddr3l-4gb-1600-dimm-ret-1211094/,1.6884210526315788
259,Patriot Viper Steel PVS432G266C8S ,1,32,2666,18-18-18-43,"SO-DIMM, 260-pin",DDR4,5990,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-patriot-pvs432g266c8s-viper-steel-rtl-pc4-213-1604469/,0.4504173622704507
260,Kingston Fury Beast Black KF437C19BB1/16 ,1,16,3733,19-23-23,"DIMM, 288-pin",DDR4,4190,https://www.citilink.ru/product/pamyat-ddr4-16gb-3733mhz-kingston-kf437c19bb1-16-rtl-cl19-dimm-288-pin-1560174/,0.8947494033412888
261,Kingston Fury Beast Black KF316C10BB/4 ,1,4,1600,10-10-10,"DIMM, 240-pin",DDR3,2090,https://www.citilink.ru/product/pamyat-ddr3-4gb-1600mhz-kingston-kf316c10bb-4-rtl-pc3-12800-cl10-dimm-1560757/,0.7674641148325358
262,Patriot Viper Steel PVS48G266C8S ,1,8,2666,18-18-18-43,"SO-DIMM, 260-pin",DDR4,1990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs48g266c8s-ddr4-8gb-2666-so-dimm-r-1207796/,1.3437185929648243
263,Kingston Fury Beast KF556C40BBK2-64 ,2,32,5600,40-40-40,"DIMM, 288-pin",DDR5,21990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5600mhz-kingston-kf556c40bbk2-64-fury-beast-rtl-pc5-1769925/,0.2561164165529786
264,Patriot Signature Premium PSP416G32002H1 ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4,3390,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-patriot-psp416g32002h1-signature-premium-rtl-1779938/,0.9486725663716814
265,NETAC Basic NTBSD4P32SP-16J ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-netac-ntbsd4p32sp-16j-basic-rtl-pc4-25600-cl2-1778512/,1.11280276816609
266,Corsair Vengeance LPX CMK16GX4M2D3600C18 ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4,5690,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-corsair-cmk16gx4m2d3600c18-rtl-pc4-28800-cl1-1473203/,0.6340949033391915
267,Patriot Viper Elite II PVE2464G320C8K ,2,32,3200,18-22-22-42,"DIMM, 288-pin",DDR4,13990,https://www.citilink.ru/product/pamyat-ddr4-2x32gb-3200mhz-patriot-pve2464g320c8k-viper-elite-ii-rtl-p-1609209/,0.2310221586847748
268,AMD Radeon R7 Performance Series R748G2133U2S-UO ,1,8,2133,15-15-15-35,"DIMM, 288-pin",DDR4,1620,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r748g2133u2s-uo-ddr4-8g-380326/,1.3216049382716049
269,AMD Radeon R7 Performance Series R7432G2606S2S-U ,1,32,2666,19-19-19-43,"SO-DIMM, 260-pin",DDR4,5890,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-amd-r7432g2606s2s-u-radeon-r7-performance-ser-1777223/,0.4580645161290322
270,Kingston Fury Renegade Black KF432C16RB1K2/32 ,2,16,3200,16-18-18,"DIMM, 288-pin",DDR4,8690,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kf432c16rb1k2-32-rtl-dimm-rtl-1909855/,0.3700805523590333
271,Patriot Signature PSD516G480081 ,1,16,4800,40-40-40,"DIMM, 288-pin",DDR5,5190,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-patriot-psd516g480081-rtl-pc5-38400-cl40-dimm-1634062/,0.9279383429672446
272,AMD R538G1601U2S-UO black ,1,8,1600,11-11-11-28,"DIMM, 240-pin",DDR3,1890,https://www.citilink.ru/product/modul-pamyati-amd-r538g1601u2s-uo-black-ddr3-8gb-1600-dimm-oem-750642/,0.8507936507936508
273,Patriot Viper Elite II PVE2416G360C0K ,2,8,3600,20-26-26-46,"DIMM, 288-pin",DDR4,3890,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-patriot-pve2416g360c0k-rtl-pc4-28800-cl20-di-1555010/,0.9275064267352184
274,Patriot Viper Elite II PVE2432G360C0 ,1,32,3600,20-26-26-46,"DIMM, 288-pin",DDR4,6590,https://www.citilink.ru/product/pamyat-ddr4-32gb-3600mhz-patriot-pve2432g360c0-viper-elite-ii-rtl-pc4-1616714/,0.5511380880121396
275,AMD R532G1601S1S-U ,1,2,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3,890,https://www.citilink.ru/product/pamyat-ddr3-2gb-1600mhz-amd-r532g1601s1s-u-rtl-pc3-12800-cl11-so-dimm-1841801/,1.8
276,Patriot Viper Venom PVV532G620C40K ,2,16,6200,40-40-40-76,"DIMM, 288-pin",DDR5,13490,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-6200mhz-patriot-pvv532g620c40k-viper-venom-rtl-cl40-1790396/,0.4607857672349889
277,AMD R322G805U2S-UGO ,1,2,800,6-6-6-18,"DIMM, 240-pin",DDR2 ,1290,https://www.citilink.ru/product/modul-pamyati-amd-r322g805u2s-ugo-ddr2-2gb-800-dimm-oem-330876/,0.6217054263565891
278,AMD Radeon R7 Performance Series R744G2606U1S-UO ,1,4,2666,16-18-18-35,"DIMM, 288-pin",DDR4,890,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r744g2606u1s-uo-ddr4-4g-1085014/,3.0
279,Corsair Vengeance CMK32GX5M2B5200C40 ,2,16,5200,40-40-40-77,"DIMM, 288-pin",DDR5,12790,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5200mhz-corsair-cmk32gx5m2b5200c40-rtl-cl40-dimm-28-1652358/,0.4078186082877247
280,AMD Radeon R7 Performance Series R7416G2400U2S-UO ,1,16,2400,16-16-16-36,"DIMM, 288-pin",DDR4,5950,https://www.citilink.ru/product/modul-pamyati-amd-radeon-r7-performance-series-r7416g2400u2s-uo-ddr4-1-1126718/,0.4060504201680672
281,A-Data Premier AD4S266616G19-RGN ,1,16,2666,19-19-19,"SO-DIMM, 260-pin",DDR4,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-a-data-ad4s266616g19-rgn-rtl-pc4-25600-cl19-s-1839874/,0.8679611650485437
282,Digma DGMAD42666016D ,1,16,2666,19-19-19-43,"DIMM, 288-pin",DDR4,2690,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-digma-dgmad42666016d-rtl-pc4-21300-cl19-dimm-1835815/,0.9970260223048328
283,KIMTIGO KMKS16GF682666 ,1,16,2666,19-19-19,"SO-DIMM, 260-pin",DDR4,2590,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kimtigo-kmks16gf682666-rtl-cl19-so-dimm-260-p-1740207/,1.0355212355212355
284,Patriot Signature PSD432G32002 ,1,32,3200,22-22-22-52,"DIMM, 288-pin",DDR4,5890,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd432g32002-ddr4-32gb-3200-dimm-ret-1460281/,0.5487266553480475
285,A-Data AD4U26668G19-SGN ,1,8,2666,19-19-19,"DIMM, 288-pin",DDR4,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-a-data-ad4u26668g19-sgn-rtl-dimm-1702426/,1.7946308724832214
286,Patriot Viper Venom RGB PVVR532G560C36K ,2,16,5600,36-36-36-68,"DIMM, 288-pin",DDR5,13390,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-patriot-pvvr532g560c36k-viper-venom-rgb-rtl-1874192/,0.4194174757281553
287,NETAC Shadow NTSDD4P32SP-16B ,1,16,3200,16-20-20-40,"DIMM, 288-pin",DDR4,3090,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-netac-ntsdd4p32sp-16b-shadow-rtl-pc4-25600-cl-1810005/,1.040776699029126
288,AMD R334G1339U1S-UO ,1,4,1333,9-9-9-24,"DIMM, 240-pin",DDR3,690,https://www.citilink.ru/product/modul-pamyati-amd-r334g1339u1s-uo-ddr3-4gb-1333-dimm-oem-731956/,1.9376811594202896
289,Patriot Signature PSD516G4800K ,2,8,4800,40-40-40,"DIMM, 288-pin",DDR5,5190,https://www.citilink.ru/product/pamyat-ddr5-2x8gb-4800mhz-patriot-psd516g4800k-rtl-pc5-38400-cl40-dimm-1634064/,0.9263969171483624
290,Kingston Fury Beast RGB KF426C16BB1A/16 ,1,16,2666,16-18-18,"DIMM, 288-pin",DDR4,4490,https://www.citilink.ru/product/pamyat-ddr4-16gb-2666mhz-kingston-kf426c16bb1a-16-rtl-pc4-21300-cl16-d-1560754/,0.5973273942093541
291,Patriot Viper Steel PVS432G240C5S ,1,32,2400,15-15-15-35,"SO-DIMM, 260-pin",DDR4,6090,https://www.citilink.ru/product/pamyat-ddr4-32gb-2400mhz-patriot-pvs432g240c5s-rtl-pc4-19200-cl15-260-1509235/,0.3993431855500821
292,Corsair Vengeance RGB CMG16GX4M2E3200C16 ,2,8,3200,16-20-20-38,"DIMM, 288-pin",DDR4,5290,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-corsair-cmg16gx4m2e3200c16-vengeance-rgb-rtl-1885797/,0.6064272211720226
293,Patriot PSD416G24002S ,1,16,2400,17-17-17-39,"SO-DIMM, 260-pin",DDR4,3190,https://www.citilink.ru/product/modul-pamyati-patriot-psd416g24002s-ddr4-16gb-2400-so-dimm-ret-1004144/,0.7573667711598746
294,AMD Radeon R7 Performance Series R7S48G2606U2S ,1,8,2666,16-18-18-39,"DIMM, 288-pin",DDR4,1990,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-amd-r7s48g2606u2s-radeon-r7-performance-series-1906657/,1.3437185929648243
295,NETAC Shadow RGB NTSRD4P36DP-16S ,2,8,3600,16-18-18-38,"DIMM, 288-pin",DDR4,4990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-netac-ntsrd4p36dp-16s-shadow-rgb-rtl-pc4-288-1810009/,0.7230460921843688
296,Patriot Viper Steel PVS416G413C9K ,2,8,4133,19-19-19-39,"DIMM, 288-pin",DDR4,5790,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g413c9k-ddr4-2x-8gb-4133-dimm-1118417/,0.7151986183074266
297,Kingston VALUERAM KVR32S22S6/4 ,1,4,3200,22-22-22,"SO-DIMM, 260-pin",DDR4,1490,https://www.citilink.ru/product/pamyat-ddr4-4gb-3200mhz-kingston-kvr32s22s6-4-valueram-rtl-pc4-25600-c-1894025/,2.1503355704697986
298,AMD Radeon R7 Performance Series R744G2400U1S-U ,1,4,2400,16-16-16-36,"DIMM, 288-pin",DDR4,790,https://www.citilink.ru/product/pamyat-ddr4-4gb-2400mhz-amd-r744g2400u1s-u-radeon-r7-performance-serie-1777080/,3.0430379746835445
299,Patriot Viper Venom PVV516G560C40K ,2,8,5600,40-40-40-76,"DIMM, 288-pin",DDR5,5490,https://www.citilink.ru/product/pamyat-ddr5-2x8gb-5600mhz-patriot-pvv516g560c40k-viper-venom-rtl-cl40-1790389/,1.0214936247723134
300,AMD R5 R534G1601S1SL-U ,1,4,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3,990,https://www.citilink.ru/product/pamyat-ddr3-4gb-1600mhz-amd-r534g1601s1sl-u-rtl-pc3-12800-cl11-so-dimm-1473465/,1.6202020202020202
301,Kingston VALUERAM KVR26S19D8/32 ,1,32,2666,19-19-19,"SO-DIMM, 260-pin",DDR4,7790,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-kingston-kvr26s19d8-32-valueram-rtl-pc4-21300-1771157/,0.3463414634146341
302,Kingston Fury Beast KF552C40BB-32 ,1,32,5200,40-40-40,"DIMM, 288-pin",DDR5,10590,https://www.citilink.ru/product/pamyat-ddr5-32gb-5200mhz-kingston-kf552c40bb-32-fury-beast-rtl-pc5-416-1769928/,0.4940509915014164
303,NETAC Shadow RGB NTSRD4P32DP-16S ,2,8,3200,14-16-16-36,"DIMM, 288-pin",DDR4,5690,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-netac-ntsrd4p32dp-16s-shadow-rgb-rtl-pc4-256-1809984/,0.5637961335676626
304,Kingston Fury Beast Black KF432C16BB/16-SP ,1,16,3200,16-20-20,"DIMM, 288-pin",DDR4,4190,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-kingston-kf432c16bb-16-sp-fury-beast-black-oe-1841174/,0.7675417661097852
305,Patriot PSD44G266682 ,1,4,2666,19-19-19-43,"DIMM, 288-pin",DDR4,1090,https://www.citilink.ru/product/modul-pamyati-patriot-psd44g266682-ddr4-4gb-2666-dimm-ret-1083965/,2.449541284403669
306,Patriot Viper Elite II PVE248G360C0 ,1,8,3600,20-26-26-46,"DIMM, 288-pin",DDR4,1990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-patriot-pve248g360c0-rtl-pc4-28800-cl20-dimm-2-1555001/,1.813065326633166
307,Kingston Fury Renegade Black KF436C16RB/8 ,1,8,3600,16-20-20,"DIMM, 288-pin",DDR4,2490,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-kingston-kf436c16rb-8-rtl-pc4-28800-cl17-dimm-1561157/,1.448995983935743
308,NETAC Shadow RGB NTSRD4P36DP-16E ,2,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4,4890,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3600mhz-netac-ntsrd4p36dp-16e-shadow-rtl-pc4-28800-c-1810008/,0.7378323108384458
309,Patriot Signature PSP48G266681H1 ,1,8,2666,19-19-19-43,"DIMM, 288-pin",DDR4,1590,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psp48g266681h1-ddr4-8gb-2666-dimm-ret-1460379/,1.6817610062893082
310,Corsair DOMINATOR PLATINUM RGB CMT16GX4M2C3600C18 ,2,8,3600,18-19-19-39,"DIMM, 288-pin",DDR4,10990,https://www.citilink.ru/product/modul-pamyati-corsair-dominator-platinum-rgb-cmt16gx4m2c3600c18-ddr4-2-1133852/,0.3282984531392174
311,AMD R532G1601S1SL-UO ,1,2,1600,11-11-11-28,"SO-DIMM, 204-pin",DDR3L,690,https://www.citilink.ru/product/modul-pamyati-amd-r532g1601s1sl-uo-ddr3l-2gb-1600-so-dimm-oem-295994/,2.3217391304347825
312,Corsair Vengeance RGB CMH32GX5M2B5600C40K ,2,16,5600,40-40-40-77,"DIMM, 288-pin",DDR5,17990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-corsair-cmh32gx5m2b5600c40k-vengeance-rgb-r-1885801/,0.3121734296831573
313,Digma DGMAD43200016D ,1,16,3200,22-22-22-52,"DIMM, 288-pin",DDR4,2890,https://www.citilink.ru/product/pamyat-ddr4-16gb-3200mhz-digma-dgmad43200016d-rtl-pc4-25600-cl22-dimm-1835819/,1.11280276816609
314,Kingston Fury Renegade RGB KF432C16RBA/8 ,1,8,3200,16-18-18,"DIMM, 288-pin",DDR4,2790,https://www.citilink.ru/product/pamyat-ddr4-8gb-3200mhz-kingston-kf432c16rba-8-rtl-pc4-25600-cl16-dimm-1561143/,1.149820788530466
315,Digma DGMAD31600004S ,1,4,1600,11-11-11-28,"DIMM, 240-pin",DDR3L,750,https://www.citilink.ru/product/pamyat-ddr3l-4gb-1600mhz-digma-dgmad31600004s-rtl-pc3-12800-cl11-dimm-1892905/,2.1386666666666665
316,Corsair Vengeance CMK32GX5M2B5600Z36 ,2,16,5600,36-36-36-76,"DIMM, 288-pin",DDR5,15690,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-corsair-cmk32gx5m2b5600z36-vengeance-rtl-pc-1885804/,0.3579349904397705
317,Patriot Signature PSD48G266681 ,1,8,2666,19-19-19-43,"DIMM, 288-pin",DDR4,1490,https://www.citilink.ru/product/pamyat-ddr4-8gb-2666mhz-patriot-psd48g266681-signature-oem-pc4-21300-c-1875091/,1.7946308724832214
318,A-Data Premier ADDX1600W4G11-SPU ,1,4,1600,11-11-11,"DIMM, 240-pin",DDR3L,1190,https://www.citilink.ru/product/pamyat-ddr3l-4gb-1600mhz-a-data-addx1600w4g11-spu-oem-pc3l-12800-cl11-1839886/,1.3478991596638656
319,Corsair DOMINATOR PLATINUM RGB CMT32GX5M2B5600C36 ,2,16,5600,36-36-36-76,"DIMM, 288-pin",DDR5,19990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-corsair-cmt32gx5m2b5600c36-dominator-platin-1690125/,0.2809404702351175
320,Kingston Fury Beast KF556C40BBK2-16 ,2,8,5600,40-40-40,"DIMM, 288-pin",DDR5,6290,https://www.citilink.ru/product/pamyat-ddr5-8gb-5600mhz-kingston-kf556c40bbk2-16-rtl-dimm-rtl-1909877/,0.8915739268680445
321,NETAC Shadow NTSDD4P32DP-32E ,2,16,3200,16-20-20-40,"DIMM, 288-pin",DDR4,6990,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-3200mhz-netac-ntsdd4p32dp-32e-shadow-rtl-pc4-25600-1809998/,0.4600858369098712
322,Digma DGMAD42666032D ,1,32,2666,19-19-19-43,"DIMM, 288-pin",DDR4,5690,https://www.citilink.ru/product/pamyat-ddr4-32gb-2666mhz-digma-dgmad42666032s-rtl-pc4-21300-cl19-dimm-1784397/,0.4741652021089631
323,Patriot Viper Steel PVS416G266C8S ,1,16,2666,18-18-18-43,"SO-DIMM, 260-pin",DDR4,3290,https://www.citilink.ru/product/modul-pamyati-patriot-viper-steel-pvs416g266c8s-ddr4-16gb-2666-so-dimm-1185095/,0.8151975683890578
324,Patriot Signature PSD516G520081 ,1,16,5200,42-42-42-84,"DIMM, 288-pin",DDR5,4990,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-patriot-psd516g520081-signature-rtl-pc5-38400-1883494/,1.0452905811623243
325,A-Data Premier ADDX1600W8G11-SGN ,1,8,1600,11-11-11,"DIMM, 240-pin",DDR3L,2590,https://www.citilink.ru/product/pamyat-ddr3l-8gb-1600mhz-a-data-addx1600w8g11-sgn-oem-pc3l-12800-cl11-1839885/,0.6208494208494209
326,AMD R332G1339U1S-UO ,1,2,1333,9-9-9-24,"DIMM, 240-pin",DDR3,790,https://www.citilink.ru/product/modul-pamyati-amd-r332g1339u1s-uo-ddr3-2gb-1333-dimm-oem-879425/,1.689873417721519
327,AMD R534G1601U1S-UO/2S-UO ,1,4,1600,11-11-11-28,"DIMM, 240-pin",DDR3,790,https://www.citilink.ru/product/modul-pamyati-amd-r534g1601u1s-uo-2s-uo-ddr3-4gb-1600-dimm-oem-749383/,2.030379746835443
328,Patriot Viper 4 Blackout PVB416G440C8K ,2,8,4400,18-26-26-46,"DIMM, 288-pin",DDR4,6390,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-4400mgc-patriot-pvb416g440c8k-rtl-cl19-dimm-288-pin-1562213/,0.689827856025039
329,NETAC Shadow RGB NTSRD5P48DP-16S ,2,8,4800,40-40-40-77,"DIMM, 288-pin",DDR5,11590,https://www.citilink.ru/product/pamyat-ddr5-2x8gb-4800mhz-netac-ntsrd5p48dp-16s-shadow-rgb-rtl-pc5-384-1809941/,0.4148403796376186
330,Patriot PSD532G48002S ,1,32,4800,40-40-40-70,"SO-DIMM, 260-pin",DDR5,9790,https://www.citilink.ru/product/pamyat-ddr5-32gb-4800mhz-patriot-psd532g48002s-rtl-cl40-so-dimm-260-pi-1790435/,0.493564862104188
331,Patriot Signature PSD516G560081 ,1,16,5600,46-46-46-90,"DIMM, 288-pin",DDR5,4790,https://www.citilink.ru/product/pamyat-ddr5-16gb-4800mhz-patriot-psd516g560081-signature-rtl-pc5-38400-1883505/,1.1724425887265135
332,Corsair Vengeance CMK16GX5M1B5200C40 ,1,16,5200,40-40-40-77,"DIMM, 288-pin",DDR5,7990,https://www.citilink.ru/product/pamyat-ddr5-16gb-5200mhz-corsair-cmk16gx5m1b5200c40-vengeance-rtl-pc5-1885805/,0.6528160200250313
333,Patriot Signature PSD432G26662 ,1,32,2666,19-19-19-43,"DIMM, 288-pin",DDR4,6990,https://www.citilink.ru/product/modul-pamyati-patriot-signature-psd432g26662-ddr4-32gb-2666-dimm-ret-1460276/,0.3859799713876967
334,Corsair CMSA4GX3M1A1333C9 ,1,4,1333,9-9-9-24,"SO-DIMM, 204-pin",DDR3,2770,https://www.citilink.ru/product/modul-pamyati-corsair-cmsa4gx3m1a1333c9-ddr3-4gb-1333-so-dimm-mac-memo-643719/,0.4826714801444043
335,Corsair Vengeance LPX CMK16GX4M2E3200C16 ,2,8,3200,16-20-20-38,"DIMM, 288-pin",DDR4,4990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-3200mhz-corsair-cmk16gx4m2e3200c16-vengeance-lpx-rtl-1622267/,0.6428857715430861
336,Corsair CMSA16GX3M2A1333C9 ,2,8,1333,9-9-9-24,"SO-DIMM, 204-pin",DDR3,4990,https://www.citilink.ru/product/modul-pamyati-corsair-cmsa16gx3m2a1333c9-ddr3-2x-8gb-1333-so-dimm-ret-685316/,0.2687374749498998
337,Patriot Viper Elite II PVE2432G400C0K ,2,16,4000,20-26-26-46,"DIMM, 288-pin",DDR4,7390,https://www.citilink.ru/product/pamyat-ddr4-2x16gb-4000mhz-patriot-pve2432g400c0k-rtl-pc4-32000-cl20-d-1555026/,0.5434370771312584
338,Patriot Viper RGB PVR416G320C6K ,2,8,3200,16-20-20-40,"DIMM, 288-pin",DDR4,6990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-rgb-pvr416g320c6k-ddr4-2x-8gb-3200-dimm-re-1087822/,0.4589413447782546
339,Patriot Viper 4 PV48G300C6K ,2,4,3000,16-16-16-36,"DIMM, 288-pin",DDR4,2990,https://www.citilink.ru/product/modul-pamyati-patriot-viper-4-pv48g300c6k-ddr4-2x-4gb-3000-dimm-ret-498706/,1.0046822742474917
340,Kingston VALUERAM KVR32N22S6/4 ,1,4,3200,22-22-22,"DIMM, 288-pin",DDR4,1590,https://www.citilink.ru/product/pamyat-ddr4-4gb-3200mhz-kingston-kvr32n22s6-4-valueram-rtl-pc4-25600-c-1919727/,2.015094339622641
341,Kingston Fury Renegade RGB KF436C16RB1AK4/64 ,4,16,3600,16-20-20,"DIMM, 288-pin",DDR4,28310,https://www.citilink.ru/product/pamyat-ddr4-4x64gb-3600mhz-kingston-kf436c16rb1ak4-64-fury-renegade-rg-1914371/,0.1277287177675732
342,AGI UD138 AGI240008UD138 ,1,8,2400,17-19-19-40,"DIMM, 288-pin",DDR4,1780,https://www.citilink.ru/product/pamyat-ddr4-8gb-2400mhz-agi-agi240008ud138-ud138-rtl-pc4-25600-dimm-28-1924718/,1.3528089887640449
343,Patriot Signature PSD532G5600K ,2,16,5600,46-46-46-90,"DIMM, 288-pin",DDR5,9990,https://www.citilink.ru/product/pamyat-ddr5-2x16gb-5600mhz-patriot-psd532g5600k-rtl-pc5-44800-cl32-dim-1917590/,0.5621621621621622
344,Corsair Vengeance RGB Pro CMW32GX4M4D3600C18 ,4,8,3600,18-22-22-42,"DIMM, 288-pin",DDR4,12990,https://www.citilink.ru/product/pamyat-ddr4-8gb-3600mhz-corsair-cmw32gx4m4d3600c18-rtl-dimm-rtl-1916205/,0.2777521170130869
345,Corsair DOMINATOR PLATINUM RGB CMT32GX5M2B5600C36W ,2,16,5600,36-36-36-76,"DIMM, 288-pin",DDR5,20890,https://www.citilink.ru/product/pamyat-ddr5-16gb-5600mhz-corsair-cmt32gx5m2b5600c36w-rtl-dimm-rtl-1916204/,0.2688367640019148
346,Corsair DOMINATOR PLATINUM RGB CMT32GX5M2X6200C36W ,2,16,6200,36-39-39-76,"DIMM, 288-pin",DDR5,23990,https://www.citilink.ru/product/pamyat-ddr5-16gb-6200mhz-corsair-cmt32gx5m2x6200c36w-rtl-dimm-rtl-1916202/,0.2591079616506878
347,Patriot Viper 4 Blackout PVB416G413C8K ,2,8,4133,18-22-22-42,"DIMM, 288-pin",DDR4,6990,https://www.citilink.ru/product/pamyat-ddr4-2x8gb-4133mhz-patriot-pvb416g413c8k-viper-4-blackout-rtl-p-1914468/,0.5924177396280401
348,Patriot Viper Venom PVV564G560C40K ,2,32,5600,40-40-40-76,"DIMM, 288-pin",DDR5,24890,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-5600mhz-patriot-pvv564g560c40k-viper-venom-rtl-pc5-1914394/,0.2262756126958618
349,Patriot Viper Venom PVV564G520C40K ,2,32,5200,40-40-40-76,"DIMM, 288-pin",DDR5,20990,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-5200mhz-patriot-pvv564g520c40k-viper-venom-rtl-pc5-1914392/,0.2492615531205335
350,Patriot Viper Venom PVV532G680C34K ,2,16,6800,34-44-44-84,"DIMM, 288-pin",DDR5,16990,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-6800mhz-patriot-pvv532g680c34k-viper-venom-rtl-pc5-1914390/,0.4011771630370806
351,Kingston Fury Renegade Silver [KF560C32RSK2-64 ,2,32,6000,32-38-38,"DIMM, 288-pin",DDR5,37380,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-6000mhz-kingston-kf560c32rsk2-64-fury-renegade-silv-1914388/,0.1613697164258962
352,Kingston Fury Beast Black KF560C40BBK2-64 ,2,32,6000,40-40-40,"DIMM, 288-pin",DDR5,26990,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-6000mhz-kingston-kf560c40bbk2-64-fury-beast-black-r-1914386/,0.2234901815487217
353,Kingston Fury Beast Black RGB KF556C40BBAK2-64 ,2,32,5600,40-40-40,"DIMM, 288-pin",DDR5,26790,https://www.citilink.ru/product/pamyat-ddr5-2x64gb-5600mhz-kingston-kf556c40bbak2-64-fury-beast-black-1914385/,0.210227696901829
354,Kingston Fury Beast Black KF560C40BB-32 ,1,32,6000,40-40-40,"DIMM, 288-pin",DDR5,12990,https://www.citilink.ru/product/pamyat-ddr5-32gb-6000mhz-kingston-kf560c40bb-32-fury-beast-black-rtl-p-1914380/,0.4643571978444957
355,Kingston Fury Renegade Silver KF560C32RSK2-32 ,2,16,6000,32-38-38,"DIMM, 288-pin",DDR5,20790,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-6000mhz-kingston-kf560c32rsk2-32-fury-renegade-silv-1914378/,0.2893698893698893
356,Kingston Fury Beast Black RGB KF556C40BBAK2-32 ,2,16,5600,40-40-40,"DIMM, 288-pin",DDR5,13430,https://www.citilink.ru/product/pamyat-ddr5-2x32gb-5600mhz-kingston-kf556c40bbak2-32-fury-beast-black-1914376/,0.4181682799702159
